# epoch train_loss train_accuracy valid_loss valid_accuracy learning_rate class_accuracy_0 class_accuracy_1 class_accuracy_2 class_accuracy_3
1.000000000000000000e+02 6.928300184011458862e-01 8.665625000000000133e-01 3.646971157193183988e-01 8.862499999999999822e-01 1.000000000000000194e-02 9.050000000000000266e-01 9.849999999999999867e-01 7.950000000000000400e-01 8.599999999999999867e-01
1.010000000000000000e+02 6.974906653165817705e-01 8.540624999999999467e-01 3.649249032139778026e-01 8.862499999999999822e-01 1.000000000000000194e-02 8.950000000000000178e-01 9.949999999999999956e-01 7.950000000000000400e-01 8.599999999999999867e-01
1.020000000000000000e+02 6.941911917924881159e-01 8.590624999999999512e-01 3.698067659139633312e-01 8.800000000000000044e-01 1.000000000000000194e-02 9.200000000000000400e-01 9.799999999999999822e-01 7.500000000000000000e-01 8.699999999999999956e-01
1.030000000000000000e+02 6.784841859340667858e-01 8.668749999999999512e-01 3.560146549344062605e-01 8.912499999999999867e-01 1.000000000000000194e-02 9.300000000000000488e-01 9.849999999999999867e-01 7.800000000000000266e-01 8.699999999999999956e-01
1.040000000000000000e+02 6.952844044566154347e-01 8.684374999999999734e-01 3.541191235184669717e-01 8.937500000000000444e-01 1.000000000000000194e-02 9.000000000000000222e-01 9.849999999999999867e-01 8.199999999999999512e-01 8.699999999999999956e-01
1.050000000000000000e+02 6.830832609534263078e-01 8.725000000000000533e-01 3.610038384795188904e-01 8.874999999999999556e-01 1.000000000000000194e-02 9.250000000000000444e-01 9.849999999999999867e-01 7.700000000000000178e-01 8.699999999999999956e-01
1.060000000000000000e+02 6.924105530977249234e-01 8.649999999999999911e-01 3.599085867404937522e-01 8.862499999999999822e-01 1.000000000000000194e-02 9.050000000000000266e-01 9.849999999999999867e-01 7.850000000000000311e-01 8.699999999999999956e-01
1.070000000000000000e+02 6.888349670171737271e-01 8.640624999999999556e-01 3.603481307625770458e-01 8.837500000000000355e-01 1.000000000000000194e-02 8.800000000000000044e-01 9.749999999999999778e-01 8.100000000000000533e-01 8.699999999999999956e-01
1.080000000000000000e+02 6.779141318798065363e-01 8.540624999999999467e-01 3.561571070551872165e-01 8.912499999999999867e-01 1.000000000000000194e-02 9.150000000000000355e-01 9.749999999999999778e-01 8.050000000000000488e-01 8.699999999999999956e-01
1.090000000000000000e+02 6.828751581907271939e-01 8.675000000000000488e-01 3.574463656544685231e-01 8.962499999999999911e-01 1.000000000000000194e-02 9.050000000000000266e-01 9.799999999999999822e-01 8.349999999999999645e-01 8.649999999999999911e-01
1.100000000000000000e+02 6.755752989649772555e-01 8.709375000000000311e-01 3.581077951192855879e-01 8.900000000000000133e-01 1.000000000000000194e-02 9.000000000000000222e-01 9.799999999999999822e-01 8.199999999999999512e-01 8.599999999999999867e-01
1.110000000000000000e+02 6.759708553552628008e-01 8.581250000000000266e-01 3.737390661239624046e-01 8.812499999999999778e-01 1.000000000000000194e-02 9.200000000000000400e-01 9.849999999999999867e-01 7.299999999999999822e-01 8.900000000000000133e-01
1.120000000000000000e+02 6.936123925447463812e-01 8.662499999999999645e-01 3.541165328025817627e-01 8.924999999999999600e-01 1.000000000000000194e-02 9.050000000000000266e-01 9.899999999999999911e-01 8.050000000000000488e-01 8.699999999999999956e-01
1.130000000000000000e+02 6.871401491761207625e-01 8.637500000000000178e-01 3.554814592003822105e-01 8.912499999999999867e-01 1.000000000000000194e-02 9.100000000000000311e-01 9.899999999999999911e-01 8.050000000000000488e-01 8.599999999999999867e-01
